id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
394047,Male,34,1,28,0,3,1,36156,26,292,1
394048,Male,55,1,8,0,3,1,31136,124,210,1
394049,Male,45,1,15,1,3,2,33841,14,44,1
394050,Female,40,1,29,0,3,1,29633,124,250,1
394051,Male,26,1,6,1,1,2,31877,152,221,1
394052,Female,24,1,28,1,1,2,48557,152,275,1
394053,Male,24,1,41,1,1,2,26747,152,272,1
394054,Male,28,1,37,0,1,1,2630,152,275,1
394055,Male,22,1,8,0,1,1,39815,152,92,1
394056,Female,44,1,46,1,3,2,29624,124,246,1
394057,Female,25,1,41,0,1,1,32307,152,98,1
394058,Female,52,1,8,1,3,2,2630,152,45,1
394059,Male,62,1,8,1,3,2,45125,124,52,1
394060,Male,49,1,28,1,3,2,2630,26,73,1
394061,Male,31,1,36,0,3,1,32898,155,17,1
394062,Male,44,1,29,0,3,1,2630,156,118,1
394063,Male,37,1,28,0,3,1,63931,122,215,1
394064,Female,30,1,3,1,1,2,2630,152,224,1
394065,Male,60,1,46,0,3,1,24436,124,123,1
394066,Male,22,1,6,1,1,2,35332,160,200,1
394067,Female,34,1,30,1,3,2,2630,160,57,1
394068,Male,54,1,28,1,3,2,48890,24,210,1
394069,Male,22,1,29,1,1,2,32493,152,214,1
394070,Female,28,1,24,0,3,2,2630,124,293,1
394071,Male,24,1,46,0,1,1,26274,152,244,1
394072,Female,23,1,12,1,1,2,28358,152,36,1
394073,Male,48,1,36,0,3,1,41361,26,222,1
394074,Female,46,1,41,0,3,1,22644,155,128,1
394075,Male,45,1,28,0,3,2,39408,124,54,1
394076,Male,49,1,21,0,3,1,24923,124,71,1
394077,Male,71,1,0,0,3,1,2630,26,283,1
394078,Female,21,1,47,1,1,2,2630,160,185,1
394079,Female,20,1,36,1,1,2,30637,160,213,1
394080,Female,33,1,43,0,1,1,2630,154,90,1
394081,Female,49,1,3,0,3,1,2630,157,229,1
394082,Male,48,1,28,0,2,1,2630,26,241,1
394083,Male,77,0,8,0,3,1,32833,124,87,1
394084,Female,50,1,24,0,3,1,28005,26,294,1
394085,Female,21,1,46,1,1,2,28679,152,157,1
394086,Male,24,1,8,1,1,2,39377,152,92,1
394087,Male,66,1,29,0,2,1,33374,26,207,1
394088,Male,21,1,46,0,1,2,45307,160,205,1
394089,Female,46,1,41,0,3,2,20223,124,82,1
394090,Female,42,1,28,0,3,1,2630,158,211,1
394091,Male,42,1,3,0,3,1,33619,26,43,1
394092,Female,41,1,3,0,3,1,23876,156,234,1
394093,Female,34,1,7,0,3,1,31834,124,123,1
394094,Male,37,1,8,0,3,2,35719,124,252,1
394095,Female,51,1,28,0,3,1,2630,26,63,1
394096,Female,30,1,28,0,1,1,31736,154,39,1
394097,Male,23,1,30,1,1,2,29325,152,150,1
394098,Male,59,1,28,0,3,1,37469,26,35,1
394099,Male,43,1,23,0,3,2,27639,26,91,1
394100,Female,23,1,6,1,1,2,27443,152,249,1
394101,Male,23,1,28,0,1,1,46965,152,264,1
394102,Male,21,1,17,0,1,1,43207,152,163,1
394103,Female,26,1,28,1,1,2,48701,152,234,1
394104,Female,75,1,18,1,3,2,30296,30,146,1
394105,Female,20,1,3,1,1,1,28813,160,49,1
394106,Female,29,1,41,1,1,2,30384,152,29,1
394107,Female,26,1,15,0,1,1,2630,152,168,1
394108,Male,29,1,50,1,1,2,27667,152,86,1
394109,Female,38,1,0,0,3,1,2630,26,223,1
394110,Female,38,1,28,0,3,1,117799,55,75,1
394111,Female,29,1,21,1,1,2,20791,151,280,1
394112,Female,49,1,41,0,2,1,38167,26,27,1
394113,Female,25,1,36,0,1,1,27912,152,128,1
394114,Female,75,1,3,0,3,1,20246,26,295,1
394115,Male,28,1,7,0,1,1,60463,124,242,1
394116,Male,35,1,11,0,3,2,2630,156,299,1
394117,Female,25,1,10,0,1,1,36329,152,56,1
394118,Male,52,1,39,1,3,2,2630,122,79,1
394119,Female,22,1,46,0,1,1,26968,152,204,1
394120,Female,26,1,6,0,1,1,26643,152,169,1
394121,Male,51,1,28,0,3,1,50557,26,43,1
394122,Male,52,1,15,0,3,1,29516,26,291,1
394123,Female,63,1,28,0,3,1,50177,26,200,1
394124,Female,60,1,8,1,3,2,40694,152,292,1
394125,Female,49,1,23,0,3,1,2630,154,183,1
394126,Male,63,1,28,0,3,1,44664,26,299,1
394127,Female,80,1,28,1,3,2,42060,124,140,1
394128,Male,44,1,46,0,3,1,29272,124,66,1
394129,Male,46,1,28,1,3,2,50421,26,164,1
394130,Male,42,1,28,0,3,1,50068,124,277,1
394131,Male,45,1,24,0,3,1,29433,20,219,1
394132,Female,23,1,41,0,1,2,2630,152,203,1
394133,Female,22,1,45,1,1,2,30442,152,259,1
394134,Female,30,1,50,1,1,2,29489,152,45,1
394135,Female,29,1,1,0,1,1,2630,121,193,1
394136,Male,61,1,8,0,3,1,80076,26,67,1
394137,Male,24,1,11,0,1,2,2630,152,232,1
394138,Male,21,1,28,0,1,1,43007,152,162,1
394139,Male,63,1,28,0,3,2,33099,147,295,1
394140,Male,26,1,27,1,1,2,2630,152,209,1
394141,Male,48,1,18,0,3,1,32164,26,179,1
394142,Female,29,1,32,1,1,2,32426,152,216,1
394143,Female,30,1,11,0,3,1,23777,155,226,1
394144,Female,42,1,28,0,3,1,2630,157,170,1
394145,Female,37,1,3,1,3,2,2630,152,154,1
394146,Female,22,1,21,1,1,2,30504,152,47,1
394147,Male,48,1,28,0,3,1,2630,124,52,1
394148,Female,21,1,8,0,1,1,32017,160,138,1
394149,Male,29,1,8,1,1,2,25209,152,96,1
394150,Male,22,1,49,0,1,1,32702,152,87,1
394151,Male,47,1,28,0,3,2,2630,124,288,1
394152,Female,68,1,9,1,3,2,39932,124,159,1
394153,Female,25,1,29,1,1,2,31046,152,54,1
394154,Female,23,1,3,1,1,2,24572,152,228,1
394155,Male,34,1,28,0,3,1,23500,157,117,1
394156,Male,53,1,8,0,2,1,2630,26,141,1
394157,Male,28,1,17,1,1,2,55412,152,65,1
394158,Male,49,1,32,1,3,1,2630,26,33,1
394159,Female,43,1,28,0,3,1,50782,122,12,1
394160,Female,35,1,28,0,3,1,32786,122,12,1
394161,Male,22,1,46,1,1,2,29798,152,155,1
394162,Male,48,1,28,0,3,1,39680,26,179,1
394163,Male,55,1,3,0,3,1,2630,26,204,1
394164,Male,43,1,28,0,3,1,39758,124,214,1
394165,Female,25,1,3,0,1,2,30402,160,30,1
394166,Male,21,1,15,0,1,1,38554,160,281,1
394167,Female,25,1,8,0,1,2,24640,152,94,1
394168,Female,61,1,10,1,3,2,35295,152,238,1
394169,Male,54,1,28,0,2,1,57651,29,271,1
394170,Female,23,1,36,1,1,2,35160,152,33,1
394171,Female,34,1,30,1,3,2,29943,152,275,1
394172,Male,38,1,48,1,3,2,2630,15,61,1
394173,Male,79,1,28,0,3,1,50944,26,275,1
394174,Female,24,1,28,0,1,1,33448,152,221,1
394175,Male,30,1,30,0,1,1,2630,160,115,1
394176,Female,65,1,28,0,3,1,51964,26,25,1
394177,Male,25,1,15,0,1,1,37526,152,120,1
394178,Female,29,1,41,1,1,2,31661,152,69,1
394179,Female,22,1,33,1,1,2,37160,152,10,1
394180,Male,49,1,0,0,3,1,2630,25,233,1
394181,Male,55,1,28,0,3,1,43893,26,79,1
394182,Male,60,1,26,0,3,1,2630,122,225,1
394183,Female,24,1,13,0,1,1,28862,152,299,1
394184,Female,46,1,41,1,3,2,39773,26,204,1
394185,Female,62,1,28,0,3,1,51146,124,254,1
394186,Male,20,1,13,1,1,2,25937,160,140,1
394187,Female,43,1,28,0,3,1,66086,124,88,1
394188,Male,22,1,49,0,3,2,39339,124,203,1
394189,Female,48,1,29,0,3,1,29172,154,131,1
394190,Male,64,1,31,0,3,1,2630,124,224,1
394191,Male,41,1,14,1,3,2,26413,124,236,1
394192,Male,37,1,28,0,3,1,28837,124,82,1
394193,Female,38,1,28,0,3,2,48095,26,261,1
394194,Male,20,1,30,0,1,1,30583,160,139,1
394195,Male,22,1,28,0,1,1,47700,152,83,1
394196,Male,35,1,28,0,3,2,24774,124,122,1
394197,Male,51,1,8,0,3,2,32937,7,69,1
394198,Female,36,1,48,0,3,1,2630,163,152,1
394199,Female,51,1,46,0,3,1,20149,163,222,1
394200,Female,22,1,41,1,1,2,35989,152,286,1
394201,Male,49,1,28,1,3,2,34272,124,153,1
394202,Male,70,1,8,0,2,1,2630,124,201,1
394203,Female,21,1,41,0,1,1,2630,26,127,1
394204,Male,42,1,46,1,3,2,24092,26,253,1
394205,Female,26,1,11,1,1,2,35779,152,104,1
394206,Female,32,1,47,0,1,1,41022,152,30,1
394207,Male,43,1,28,0,3,1,55329,122,170,1
394208,Male,54,1,28,0,3,1,35463,26,39,1
394209,Male,76,1,48,1,3,2,2630,15,172,1
394210,Male,42,1,30,0,3,1,25456,157,217,1
394211,Female,36,1,29,1,3,2,29893,26,76,1
394212,Male,80,1,8,1,3,2,46515,25,268,1
394213,Female,38,1,50,1,3,2,37380,26,109,1
394214,Male,36,1,8,0,3,1,35659,124,69,1
394215,Female,53,1,28,0,2,1,37100,124,167,1
394216,Male,48,1,8,0,3,1,40967,157,231,1
394217,Male,48,1,15,0,3,1,29905,124,160,1
394218,Female,72,1,28,0,1,2,2630,1,240,1
394219,Female,23,1,30,1,1,2,28716,152,218,1
394220,Male,25,1,10,1,1,2,32129,152,188,1
394221,Male,22,1,7,0,1,2,2630,152,296,1
394222,Female,32,1,23,0,3,1,2630,157,151,1
394223,Male,20,1,15,0,1,1,29230,160,181,1
394224,Male,40,1,28,0,3,1,28158,124,202,1
394225,Female,20,1,46,0,1,1,51390,124,199,1
394226,Male,44,1,28,1,3,2,40275,124,253,1
394227,Male,79,1,28,1,3,2,2630,26,269,1
394228,Female,36,1,39,0,3,1,36652,124,227,1
394229,Female,34,1,14,0,3,1,2630,155,63,1
394230,Male,26,1,36,0,1,2,36104,152,277,1
394231,Female,67,1,28,0,3,1,22404,122,137,1
394232,Female,24,1,43,1,1,2,32384,152,282,1
394233,Male,61,1,8,0,3,1,43528,26,182,1
394234,Female,54,1,29,1,3,2,2630,152,175,1
394235,Female,23,1,15,0,1,1,39109,152,289,1
394236,Female,22,1,36,0,1,1,33022,152,214,1
394237,Male,41,1,35,0,3,1,2630,124,196,1
394238,Female,22,1,28,0,3,1,32608,124,31,1
394239,Male,46,1,28,0,3,1,28325,26,87,1
394240,Male,51,1,25,0,3,1,32241,156,175,1
394241,Female,22,1,47,0,3,1,31121,124,121,1
394242,Male,49,1,45,1,3,2,28512,26,237,1
394243,Female,42,1,30,1,3,2,24655,152,60,1
394244,Female,58,1,28,0,2,1,46372,26,182,1
394245,Male,42,1,41,0,3,1,37337,124,182,1
394246,Female,24,1,28,0,1,1,30007,160,198,1
394247,Male,54,1,28,0,3,1,46083,26,39,1
394248,Male,51,1,28,0,2,1,69023,26,264,1
394249,Male,26,1,6,1,1,2,25386,152,294,1
394250,Male,21,1,2,1,3,1,2630,156,72,1
394251,Male,66,1,13,1,3,2,45128,124,286,1
394252,Male,48,1,6,1,3,2,21453,26,63,1
394253,Male,29,1,33,0,1,1,25948,154,158,1
394254,Female,28,1,8,0,3,1,2630,157,294,1
394255,Male,25,1,46,1,1,2,2630,160,80,1
394256,Male,36,1,33,0,3,2,29405,157,144,1
394257,Male,78,1,41,1,3,2,2630,12,43,1
394258,Female,44,1,8,0,3,1,32858,124,259,1
394259,Female,45,1,28,0,3,1,28430,26,264,1
394260,Female,45,1,8,1,3,2,42948,122,70,1
394261,Male,26,1,7,1,1,2,69916,152,39,1
394262,Male,25,1,15,1,1,2,36215,152,119,1
394263,Female,23,1,19,1,1,2,33465,152,143,1
394264,Male,20,1,50,1,1,2,58388,160,98,1
394265,Female,26,1,8,1,1,2,32258,152,157,1
394266,Female,40,1,30,1,3,2,24898,152,84,1
394267,Male,66,1,33,1,3,2,37198,124,98,1
394268,Male,49,1,42,0,3,1,2630,124,73,1
394269,Male,23,1,15,0,1,1,44259,160,102,1
394270,Male,31,1,28,0,3,1,34777,26,113,1
394271,Male,52,1,28,1,3,1,43384,26,19,1
394272,Male,42,1,19,1,3,2,34982,124,37,1
394273,Male,41,1,2,0,3,2,38976,124,272,1
394274,Male,24,1,8,1,1,2,2630,152,279,1
394275,Female,55,1,28,0,3,1,31491,124,99,1
394276,Male,32,1,34,0,3,1,33589,124,128,1
394277,Female,68,1,41,0,3,1,39251,26,58,1
394278,Female,33,1,29,1,3,2,48516,26,109,1
394279,Female,43,1,35,0,3,1,24747,124,267,1
394280,Female,31,1,28,0,1,1,69023,26,155,1
394281,Female,29,1,7,0,3,1,2630,163,34,1
394282,Female,64,1,28,1,3,2,43299,152,139,1
394283,Female,34,1,28,1,3,2,28168,124,138,1
394284,Female,28,1,35,1,1,2,25746,160,246,1
394285,Male,49,1,28,1,3,2,38043,26,193,1
394286,Male,41,1,18,0,3,1,25935,154,27,1
394287,Female,24,1,30,0,1,1,29469,152,172,1
394288,Female,23,1,36,1,1,2,40491,26,117,1
394289,Male,40,1,0,0,3,1,2630,26,138,1
394290,Male,23,1,15,0,1,2,30574,152,89,1
394291,Male,27,1,15,1,1,2,29924,152,213,1
394292,Female,37,1,28,1,3,2,41138,124,192,1
394293,Female,50,1,28,1,3,2,45250,26,67,1
394294,Male,79,1,17,1,3,2,37973,26,195,1
394295,Female,27,1,8,0,1,2,34218,152,230,1
394296,Male,53,1,28,0,3,1,33341,26,28,1
394297,Female,41,1,28,0,3,1,41024,26,281,1
394298,Male,66,1,45,1,3,2,26217,26,98,1
394299,Male,41,1,24,0,3,1,2630,152,78,1
394300,Male,48,1,46,0,3,1,22928,124,217,1
394301,Female,34,1,1,1,1,2,2630,152,267,1
394302,Male,58,1,28,1,3,2,35926,124,265,1
394303,Male,27,1,21,1,1,2,2630,152,45,1
394304,Female,22,1,33,1,1,1,2630,160,169,1
394305,Male,41,1,28,0,3,1,39371,124,178,1
394306,Male,45,1,28,1,3,2,32666,26,186,1
394307,Female,51,1,28,0,3,1,51692,26,279,1
394308,Female,26,1,13,0,1,1,25739,152,280,1
394309,Female,48,1,28,0,3,1,2630,52,11,1
394310,Male,51,1,30,1,3,2,27075,124,264,1
394311,Female,21,1,18,1,1,2,25025,152,234,1
394312,Female,48,1,41,0,3,2,41555,26,265,1
394313,Male,24,1,14,1,1,2,27780,152,235,1
394314,Male,55,1,28,0,2,1,51226,26,56,1
394315,Male,60,1,11,0,3,1,25864,26,295,1
394316,Female,29,1,50,1,1,2,34611,152,37,1
394317,Female,48,1,18,0,3,1,24388,122,87,1
394318,Male,64,1,28,0,3,2,2630,26,177,1
394319,Male,55,1,28,0,3,1,36542,26,210,1
394320,Female,27,1,15,1,1,1,2630,160,158,1
394321,Male,39,1,28,0,3,1,36513,156,253,1
394322,Female,20,1,36,1,1,2,41164,160,154,1
394323,Male,51,1,39,1,3,2,31574,26,37,1
394324,Female,23,1,2,0,1,1,37249,151,122,1
394325,Male,61,1,28,0,3,2,37048,56,240,1
394326,Female,22,1,8,1,1,1,37937,160,182,1
394327,Male,63,1,30,1,3,2,38150,23,193,1
394328,Female,26,1,11,1,1,2,2630,152,41,1
394329,Female,24,1,2,1,1,2,33737,152,262,1
394330,Female,24,1,15,0,1,2,2630,163,110,1
394331,Female,24,1,41,1,1,2,21710,152,37,1
394332,Male,74,1,28,0,3,1,26118,13,153,1
394333,Female,56,1,28,0,3,1,44450,122,181,1
394334,Male,37,1,28,0,3,1,24356,124,183,1
394335,Female,23,1,11,0,1,1,28269,152,297,1
394336,Male,49,1,28,1,3,2,35181,29,62,1
394337,Female,55,1,29,0,3,1,32903,124,255,1
394338,Female,25,1,18,1,1,2,35965,152,22,1
394339,Female,52,1,36,1,3,2,44090,124,46,1
394340,Male,22,1,8,1,1,2,38207,152,171,1
394341,Male,42,1,30,1,3,1,23827,152,88,1
394342,Female,40,1,29,0,3,1,30527,157,194,1
394343,Male,67,1,8,1,3,2,33687,124,160,1
394344,Female,44,1,28,1,3,2,42548,124,185,1
394345,Male,52,1,35,0,3,1,2630,26,225,1
394346,Male,22,1,15,1,1,2,34243,152,266,1
394347,Male,40,1,5,0,3,1,30356,124,299,1
394348,Female,24,1,28,1,1,2,45455,152,102,1
394349,Female,50,1,25,0,3,1,25286,124,129,1
394350,Male,24,1,9,1,1,2,23181,160,259,1
394351,Female,47,1,8,0,3,1,34008,26,152,1
394352,Female,47,1,8,0,3,1,27229,154,40,1
394353,Male,58,1,28,0,2,1,50263,122,138,1
394354,Male,44,1,28,1,3,2,38740,26,156,1
394355,Male,41,1,28,0,3,1,39906,124,261,1
394356,Female,54,1,12,0,3,1,20930,157,125,1
394357,Male,42,1,30,0,3,1,2630,156,54,1
394358,Male,23,1,21,0,1,1,33167,152,100,1
394359,Male,22,1,46,0,1,1,32728,152,36,1
394360,Male,42,1,28,0,3,1,33728,124,118,1
394361,Female,45,1,28,0,3,1,2630,124,21,1
394362,Female,23,1,6,1,1,2,2630,151,36,1
394363,Male,52,1,38,0,2,1,2630,163,291,1
394364,Female,23,1,30,1,1,2,30971,152,213,1
394365,Female,52,1,28,0,2,1,47391,124,69,1
394366,Female,50,1,30,1,3,2,38681,152,245,1
394367,Female,66,1,33,1,3,2,30271,124,185,1
394368,Male,41,1,18,0,3,1,25243,26,24,1
394369,Male,27,1,28,1,1,2,28565,152,67,1
394370,Male,76,1,28,1,3,2,36381,60,122,1
394371,Male,40,1,28,1,3,2,45316,124,49,1
394372,Female,25,1,14,1,1,2,38021,152,72,1
394373,Female,71,1,50,1,3,2,33491,8,72,1
394374,Male,50,1,8,1,3,2,50179,125,119,1
394375,Male,55,1,28,0,3,1,60271,122,207,1
394376,Male,55,1,3,0,2,1,21628,124,50,1
394377,Male,48,1,46,1,3,1,26733,26,83,1
394378,Male,62,1,17,1,3,2,42727,124,180,1
394379,Male,24,1,47,0,1,1,42317,124,71,1
394380,Female,63,1,8,0,3,1,2630,155,80,1
394381,Male,28,1,41,1,1,2,21032,152,87,1
394382,Female,27,1,28,1,1,2,36256,152,237,1
394383,Male,63,1,28,1,3,2,38144,124,162,1
394384,Female,74,1,24,0,3,1,31105,124,268,1
394385,Female,23,1,33,1,1,2,22287,152,196,1
394386,Female,23,1,32,1,1,2,16742,152,240,1
394387,Male,24,1,6,0,1,1,29731,152,197,1
394388,Male,21,1,31,0,3,1,2630,156,216,1
394389,Male,24,1,28,1,1,2,34574,152,290,1
394390,Female,30,1,30,1,1,2,28498,152,240,1
394391,Male,45,1,28,0,2,1,32578,25,61,1
394392,Male,22,1,17,1,1,2,51624,152,17,1
394393,Male,28,1,50,1,1,2,27463,152,221,1
394394,Male,39,1,8,0,3,1,2630,157,121,1
394395,Female,25,1,13,0,1,2,32517,152,23,1
394396,Female,44,1,28,1,3,2,32289,124,285,1
394397,Female,51,1,28,0,3,1,40386,26,13,1
394398,Female,23,1,8,1,1,2,55578,152,290,1
394399,Male,48,1,35,0,3,1,2630,26,62,1
394400,Female,50,1,8,0,3,2,34882,124,114,1
394401,Male,20,1,46,0,1,1,31409,160,218,1
394402,Female,57,1,28,0,3,1,30732,147,27,1
394403,Male,45,1,29,1,3,2,30984,26,228,1
394404,Male,25,1,31,0,1,1,2630,152,119,1
394405,Female,62,1,3,1,3,2,36787,26,61,1
394406,Male,24,1,8,1,1,2,43060,152,162,1
394407,Male,26,1,46,1,1,2,29844,152,12,1
394408,Male,41,1,8,0,3,1,30288,124,219,1
394409,Female,75,1,48,0,3,1,2630,26,90,1
394410,Female,39,1,35,0,3,1,41961,157,61,1
394411,Male,45,1,0,0,3,1,2630,124,222,1
394412,Male,22,1,7,0,1,1,44770,122,140,1
394413,Female,43,1,3,1,3,2,34493,124,119,1
394414,Male,70,1,47,0,3,1,2630,26,217,1
394415,Female,70,1,50,1,3,2,33409,8,168,1
394416,Male,38,1,0,0,3,1,2630,26,232,1
394417,Female,43,1,47,1,3,2,33155,124,80,1
394418,Female,24,1,50,0,1,2,34691,152,98,1
394419,Female,22,1,39,0,1,2,2630,152,266,1
394420,Female,23,1,17,1,1,1,2630,152,217,1
394421,Male,55,1,50,1,3,1,33576,124,198,1
394422,Male,51,1,28,0,3,1,2630,157,123,1
394423,Male,25,1,9,0,1,1,24359,152,252,1
394424,Male,31,1,27,0,1,1,2630,152,48,1
394425,Male,26,1,14,1,1,2,25489,152,183,1
394426,Female,30,1,33,1,1,1,35995,152,136,1
394427,Female,25,1,28,1,1,2,51607,152,261,1
394428,Male,34,1,28,1,3,2,31766,124,209,1
394429,Male,38,1,46,0,3,1,2630,157,43,1
394430,Female,26,1,41,1,1,2,24729,152,106,1
394431,Male,49,1,28,1,3,2,45567,124,116,1
394432,Male,56,1,46,1,3,2,41226,11,16,1
394433,Male,26,1,15,0,1,1,2630,26,192,1
394434,Male,21,1,17,1,1,2,35140,160,28,1
394435,Male,24,1,41,1,1,2,23439,152,51,1
394436,Male,50,1,46,0,3,1,32462,26,170,1
394437,Female,47,1,28,1,3,2,28550,26,216,1
394438,Male,44,1,35,1,3,2,2630,124,209,1
394439,Male,48,1,28,1,3,2,32434,26,264,1
394440,Male,37,1,36,0,3,1,55908,124,136,1
394441,Male,47,1,28,1,3,2,67709,124,69,1
394442,Male,42,1,41,0,1,2,2630,1,143,1
394443,Male,28,1,50,1,1,2,33687,152,273,1
394444,Male,38,1,12,1,3,1,2630,154,26,1
394445,Male,35,1,38,0,3,1,2630,124,232,1
394446,Female,72,1,8,1,3,1,2630,26,53,1
394447,Female,28,1,30,1,1,2,31645,152,48,1
394448,Male,46,1,46,0,3,1,34801,26,295,1
394449,Female,42,1,36,0,2,1,32146,124,125,1
394450,Male,61,1,50,0,2,1,42075,124,54,1
394451,Female,25,1,8,1,1,2,33168,152,236,1
394452,Male,28,1,6,1,1,2,36369,152,54,1
394453,Male,49,1,28,0,2,1,51019,26,148,1
394454,Female,61,1,9,0,3,2,37429,26,128,1
394455,Female,23,1,28,1,1,2,47474,152,131,1
394456,Male,26,1,27,1,1,2,41577,152,195,1
394457,Male,43,1,8,0,3,1,30311,7,283,1
394458,Male,22,1,34,0,1,2,39976,26,80,1
394459,Female,22,1,28,1,1,2,41586,152,21,1
394460,Female,24,1,14,0,1,1,32695,152,60,1
394461,Female,40,1,47,1,3,2,28135,157,152,1
394462,Male,24,1,47,1,1,2,35993,152,235,1
394463,Female,28,1,28,0,3,1,37866,122,68,1
394464,Male,26,1,30,1,1,2,26139,152,122,1
394465,Male,58,1,28,0,3,1,2630,61,166,1
394466,Male,24,1,28,1,1,2,29664,152,77,1
394467,Female,53,1,28,1,3,1,29602,124,151,1
394468,Male,77,1,8,1,3,2,35066,152,223,1
394469,Male,22,1,30,1,1,2,35810,152,146,1
394470,Male,44,1,8,0,3,1,36418,26,264,1
394471,Male,44,1,46,0,3,2,2630,156,285,1
394472,Male,57,1,33,0,3,1,31113,124,153,1
394473,Male,60,1,5,0,3,1,2630,156,190,1
394474,Male,62,1,28,0,3,1,38888,26,273,1
394475,Male,24,1,11,0,1,1,47461,152,256,1
394476,Female,22,1,46,1,1,2,33834,152,274,1
394477,Female,45,1,28,0,3,1,28281,26,226,1
394478,Female,76,0,28,1,3,2,37839,150,178,1
394479,Male,41,1,39,1,3,2,26472,26,78,1
394480,Male,52,1,3,0,3,1,26514,124,230,1
394481,Female,24,1,47,0,1,1,50047,151,151,1
394482,Male,62,1,28,0,2,1,33309,26,256,1
394483,Male,66,1,15,1,3,1,33276,26,14,1
394484,Male,38,1,50,0,3,1,43269,8,215,1
394485,Female,20,1,17,0,1,1,32962,160,114,1
394486,Male,22,1,6,0,1,1,32171,153,33,1
394487,Male,58,1,33,1,3,2,34747,116,283,1
394488,Female,22,1,8,1,1,2,32987,152,211,1
394489,Female,25,1,30,1,1,2,32230,152,226,1
394490,Male,39,1,28,0,3,1,40631,124,180,1
394491,Female,48,1,8,1,3,2,27390,124,264,1
394492,Female,22,1,19,1,1,2,2630,152,49,1
394493,Male,23,1,8,1,1,2,49114,26,290,1
394494,Male,69,1,29,0,3,1,41017,124,12,1
394495,Male,56,1,46,0,3,1,48631,11,53,1
394496,Female,22,1,16,0,1,1,23387,152,274,1
394497,Female,23,1,26,1,1,2,35620,151,193,1
394498,Male,40,1,7,0,3,1,37913,124,141,1
394499,Female,23,1,29,1,1,2,44932,152,270,1
394500,Female,23,1,47,0,1,1,19896,151,141,1
394501,Male,22,1,25,1,1,2,37354,152,68,1
394502,Female,23,1,6,1,1,2,28582,152,76,1
394503,Female,23,1,46,1,1,2,2630,160,81,1
394504,Male,33,1,14,0,3,1,2630,156,223,1
394505,Female,34,1,12,0,3,1,2630,152,197,1
394506,Male,56,1,19,0,3,1,28164,26,232,1
394507,Male,45,1,28,1,3,2,29116,124,228,1
394508,Male,23,1,28,1,1,2,44850,152,184,1
394509,Male,41,1,8,1,3,2,27136,124,202,1
394510,Female,25,1,9,1,1,2,30297,152,59,1
394511,Female,51,1,28,1,3,2,39680,124,179,1
394512,Female,57,1,28,0,2,1,50514,122,200,1
394513,Female,38,1,28,0,2,1,45087,124,156,1
394514,Male,51,1,48,1,3,2,2630,124,82,1
394515,Male,44,1,41,1,3,2,29317,124,33,1
394516,Female,21,1,28,1,1,2,35458,152,71,1
394517,Male,52,1,28,0,3,1,55871,124,66,1
394518,Female,26,1,33,1,3,2,31617,124,102,1
394519,Male,64,1,29,0,3,1,35350,26,246,1
394520,Male,26,1,13,1,1,2,26483,152,279,1
394521,Male,30,1,32,0,3,1,2630,157,201,1
394522,Male,23,1,36,1,1,2,49894,151,275,1
394523,Female,24,1,3,1,1,2,24949,152,299,1
394524,Male,36,1,48,1,3,2,2630,26,99,1
394525,Female,46,1,41,0,3,1,32755,26,121,1
394526,Female,69,1,11,1,3,2,2630,120,204,1
394527,Female,24,1,52,1,1,2,2630,152,153,1
394528,Male,48,1,33,0,3,1,32218,26,271,1
394529,Female,27,1,28,1,1,2,36986,152,60,1
394530,Female,23,1,6,1,1,2,24437,152,290,1
394531,Female,24,1,41,1,1,2,38577,152,181,1
394532,Female,65,1,28,0,3,1,51964,26,162,1
394533,Male,69,1,29,0,2,1,48965,12,130,1
394534,Female,44,1,47,0,3,1,38028,16,122,1
394535,Female,31,1,28,1,3,2,34533,26,291,1
394536,Male,23,1,10,1,1,2,30700,152,191,1
394537,Male,41,1,28,0,3,1,22784,26,150,1
394538,Male,48,1,28,1,3,1,35864,26,265,1
394539,Male,30,1,28,0,1,1,22930,152,47,1
394540,Male,21,1,46,1,1,2,45826,160,166,1
394541,Male,68,1,28,1,3,2,33209,122,195,1
394542,Female,24,1,7,1,1,2,31082,152,203,1
394543,Female,22,1,8,1,1,2,74860,152,154,1
394544,Female,24,1,29,1,1,2,34801,152,25,1
394545,Female,74,0,28,0,3,1,32618,124,266,1
394546,Female,21,1,26,0,1,1,31122,152,191,1
394547,Female,51,1,46,0,3,2,26025,124,235,1
394548,Female,24,1,42,0,1,1,39962,152,211,1
394549,Female,44,1,25,0,3,1,2630,26,103,1
394550,Female,32,1,8,1,1,2,36291,152,204,1
394551,Male,25,1,11,0,1,1,56337,26,96,1
394552,Female,41,1,46,1,3,2,35818,124,122,1
394553,Male,38,1,28,0,2,1,36687,124,268,1
394554,Female,34,1,41,0,3,1,36572,152,205,1
394555,Female,24,1,11,1,1,2,28865,152,255,1
394556,Male,41,1,28,0,3,1,41679,26,56,1
394557,Female,58,1,46,0,3,2,41810,124,173,1
394558,Female,45,1,28,0,3,1,25411,26,141,1
394559,Female,21,1,37,1,1,2,2630,156,189,1
394560,Male,26,1,28,1,1,2,63409,152,64,1
394561,Female,24,1,41,1,1,2,52422,152,139,1
